City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
265,Warrnambool,AU,2022-11-29 05:21:58,-38.3833,142.4833,58.84,62,97,13.44
266,Potam,MX,2022-11-29 05:25:38,27.6,-110.3833,63.77,54,1,5.28
267,Coquimbo,CL,2022-11-29 05:21:27,-29.9533,-71.3436,60.53,94,100,4.61
268,Messina,IT,2022-11-29 05:25:39,38.1933,15.5497,58.6,66,100,11.99
269,Caranavi,BO,2022-11-29 05:25:39,-15.8167,-67.55,67.62,59,97,2.95
270,Koumac,NC,2022-11-29 05:25:39,-20.5667,164.2833,87.24,61,84,13.02
271,Martapura,ID,2022-11-29 05:25:40,-3.4167,114.85,86.09,74,40,2.3
272,Yulara,AU,2022-11-29 05:25:40,-25.2406,130.9889,84.47,20,0,9.46
273,Turukhansk,RU,2022-11-29 05:25:40,65.8167,87.9833,-5.69,98,99,7.23
274,Hengshan,CN,2022-11-29 05:25:41,45.2,130.9167,13.5,70,17,18.63
275,Broome,US,2022-11-29 05:26:41,42.2506,-75.833,34.86,86,100,3.44
276,Qaqortoq,GL,2022-11-29 05:26:41,60.7167,-46.0333,32.25,99,100,3.31
277,Chekhov,RU,2022-11-29 05:26:42,55.1431,37.4711,21.15,91,99,4.94
278,Koungou,YT,2022-11-29 05:26:42,-12.7336,45.2042,83.91,70,20,12.66
279,Orlik,RU,2022-11-29 05:26:42,52.5178,99.825,-11.56,73,87,4.14
280,Mollendo,PE,2022-11-29 05:26:43,-17.0231,-72.0147,65.7,91,87,6.46
281,Kavieng,PG,2022-11-29 05:26:43,-2.5744,150.7967,85.24,59,15,6.8
282,Aquiraz,BR,2022-11-29 05:26:43,-3.9014,-38.3911,80.19,82,89,4.97
283,Naze,JP,2022-11-29 05:26:44,28.3667,129.4833,77.92,83,99,15.9
284,Port Blair,IN,2022-11-29 05:26:44,11.6667,92.75,83.91,70,42,7.27
285,Komsomolskiy,UZ,2022-11-29 05:26:44,40.4272,71.7189,48.92,76,75,2.3
